"Language_ID","feB","feZ","fFBeD","fFBeS","fFByD","fFByS","fFZeD","fFZeS","fFZyD","fFZyS","fMBeD","fMBeS","fMByD","fMByS","fMZeD","fMZeS","fMZyD","fMZyS","fyB","fyZ","meB","meZ","mFBeD","mFBeS","mFByD","mFByS","mFZeD","mFZeS","mFZyD","mFZyS","mMBeD","mMBeS","mMByD","mMByS","mMZeD","mMZeS","mMZyD","mMZyS","myB","myZ"
"p_dhuw1249_623","waawa","yapa","yapa","waawa","yapa","gutha'","yapa","waawa","yapa","gutha'","yapa","waawa","yapa","gyukuyuku","yapa","waawa","yapa","gutha'","gutha'","yapa","waawa","yapa","yapa","waawa","yapa","gutha'","yapa","waawa","yapa","gutha'","yapa","waawa","yapa","gutha'","yapa","waawa","yapa","gutha'","gutha'","yapa"
"p_djin1251_678","baba","bibirni","bibirni","baba","birdirdini","bardarda","ankilirni","ankilirni","ankilirni","ankilirni","ankilirni","ankilirni","ankilirni","ankilirni","bibirni","baba","birdirdini","bardarda","bardarda","birdirdini","baba","bibirni","bibirni","baba","birdirdini","bardarda","ankila","ankila","ankila","ankila","ankila","ankila","ankila","ankila","bibirni","baba","birdirdini","bardarda","bardarda","birdirdini"
"p_dogr1252_861","sǔ-näʼ-gä","set-dezʼ-a-ä-za","set-dezʼ-a-ä-ze","sǎ-näʼ-gä","säʼ-re","set-chilʼ-e-ä-ze","set-dezʼ-a-ä-ze","sǔ-näʼ-gä","säʼ-re","set-chilʼ-e-ä-ze","setʼ-dezʼ-a-ä-za","sǔ-näʼ-gä","säʼ-re","setʼ-chilʼ-e-ä-za","set-dezʼ-a-ä-ze","sǔ-näʼ-gä","säʼ-re","set-chilʼ-e-ä-ze","set-chilʼ-e-ä-za","säʼ-re","sǔ-näʼ-gä","set-dezʼ-a-ä-za","set-dezʼ-a-ä-ze","sǎ-näʼ-gä","säʼ-re","set-chilʼ-e-ä-ze","set-dezʼ-a-ä-ze","sǔ-näʼ-gä","säʼ-re","set-chilʼ-e-ä-ze","setʼ-dezʼ-a-ä-za","sǔ-näʼ-gä","säʼ-re","setʼ-chilʼ-e-ä-za","set-dezʼ-a-ä-ze","su-näʼ-ga","säʼ-re","set-chilʼ-e-ä-ze","set-chilʼ-e-ä-za","säʼ-re"
"p_dupa1235_628","abeng","abeng","kallakyan","kasinsin","kallakyan","kasinsin","kallakyan","kasinsin","kallakyan","kasinsin","kallakyan","kasinsin","kallakyan","kasinsin","kallakyan","kasinsin","kallakyan","kasinsin","wadi","wadi","abeng","abeng","kasinsin","kallakyan","kasinsin","kallakyan","kasinsin","kallakyan","kasinsin","kallakyan","kasinsin","kallakyan","kasinsin","kallakyan","kasinsin","kallakyan","kasinsin","kallakyan","wadi","wadi"
"p_gang1267_649","waŋkuʈu","jakukaṱu","pucirinta","ṱapucu","pucirinta","kunaṱu","ŋajaɳʈaṱu","campaṱu","ŋajaɳʈaṱu","campaṱu","ŋajaɳʈaṱu","campaṱu","ŋajaɳʈaṱu","campaṱu","pucirinta","ṱapucu","pucirinta","kunaṱu","kunaṱu","kunaṱu","ṱapucu","jakukaṱu","pucirinta","ṱapucu","pucirinta","kunaṱu","ŋajaɳʈaṱu","campaṱu","ŋajaɳʈaṱu","campaṱu","ŋajaɳʈaṱu","campaṱu","ŋajaɳʈaṱu","campaṱu","pucirinta","ṱapucu","pucirinta","kunaṱu","kunaṱu","kunaṱu"
"p_gilb1244_828","manu-te-karimoä","taru-te-karimoä","taru-te-karimoa","manu-te-karimoa","taru-te-karimoa","manu-te-karimwi","taru-te-karimoa","manu-te-karimoa","taru-te-karimwi","manu-te-karimwi","taru-te-karimoa","mänu-te-karimoa","taru-te-karimwi","taru-te-karimoa","taru-te-karimoa","mänu-te-karimoa","mänu-te-karimwi","manu-te-karimwi","taru-te-kärimwi","taru-te-karimwi","täru-te-karimoä","manu-te-karimoä","mänu-te-karimoa","taru-te-karimoa","mänu-te-karimoa","taru-te-karimwi","mänu-te-karimoa","täru-te-karimoa","mänu-te-karimwi","taru-te-karimwi","mänu-te-karimoa","taru-te-karimoa","taru-te-karimwi","manu-te-karimoa","manu-te-karimoa","täru-te-karimoa","tärǔ-te-karimwi","taru-te-karimwi","taru-te-kärimwi","manu-te-karimwi"
"p_gros1243_786","naʼ-thǎ-hǎ","naʼ-be","naʼ-be","nǎʼ-thǎ-hǎ","naʼ-be-ǎ","taʼ-yä","naʼ-be","nǎʼ-thǎ-hǎ","naʼ-be-ǎ","taʼ-yä","naʼ-he","nǎʼ-thǎ-hǎ","naʼ-be-ǎ","taʼ-yä","naʼ-be","naʼ-thǎ-hǎ","naʼ-be-ǎ","taʼ-yä","taʼ-yä","naʼ-be-ǎ","naʼ-thǎ-hǎ","naʼ-be","naʼ-be","nǎʼ-thǎ-hǎ","na-be-ǎʼ","taʼ-yä","naʼ-be","nǎʼ-thǎ-hǎ","naʼ-be-ä","taʼ-yǎ","naʼ-he","nǎʼ-thǎ-hǎ","naʼ-he-ǎ","taʼ-yä","naʼ-be","nǎʼ-thǎ-hǎ","naʼ-be-ǎ","taʼ-yä","taʼ-yä","na-be-ǎ"
"p_guja1252_815","märo bhäi","märi bǎhen","märi bǎhen","märo bhäi","märi bǎhen","märo bhäi","märi bähîn","maro bhäi","märi bǎhin","märo bhäi","märi bǎhěn","märo bhäi","märi bahen","märo bhäi","märi bǎhen","märo bhäi","märi bǎhen","märo bhäi","märo bhäi","mäzhi dhäkate bahen","märo bhäi","märi bǎhen","märi bǎhen","märo bhäi","märi bǎhen","märo bhäi","märi bǎhin","märo bhäi","märi bǎhen","märo bhäi","märi bǎhen","märo bhäi","märi bǎhen","maro bhäi","märi bǎhen","märo bhäi","märi bǎhen","märo bhäi","märo bhäi","mäzhi dhäkate bahen"
"p_gunw1252_586","gogok","yabok","ŋadburuŋ","gogok","ŋadburuŋ","ŋadburuŋ","ganjok","ganjok","ganjok","ganjok","ganjok","ganjok","ganjok","ganjok","ŋadburuŋ","gogok","ŋadburuŋ","ŋadburuŋ","cager","ɖaɖːa","gogok","jabok","ŋadburuŋ","gogok","ŋadburuŋ","ɖaɖːa","ganjok","ganjok","ganjok","ganjok","ganjok","ganjok","ganjok","ganjok","ŋadburuŋ","gogok","ŋadburuŋ","ɖaɖːa","ɖaɖːa","ɖaɖːa"
"p_gwic1235_831","soonʼ-da-ga","saʼ-che","saʼ-che","soonʼ-da-ga","sa-chith","saʼ-chǎ","sa-cheʼ","soonʼ-da-ga","sa-chithʼ","saʼ-chǎ","saʼ-che","soonʼ-da-ga","sa-chith","saʼ-chǎ","sa-cheʼ","soonʼ-da-ga","sa-chithʼ","saʼ-chǎ","saʼ-chǎ","sa-chith","soonʼ-da-ga","saʼ-che","saʼ-che","soonʼ-da-ga","sa-chithʼ","saʼ-chǎ","saʼ-che","soonʼ-da-ga","saʼ-chithʼ","saʼ-chǎ","saʼ-che","soonʼ-da-ga","saʼ-chithʼ","saʼ-chǎ","saʼ-che","soonʼ-da-ga","sa-chith","saʼ-chǎ","saʼ-chǎ","sa-chith"
"p_hare1243_816","sǔn-noʼ-ga","sa-daʼ-za","sa-daʼ-za","sun-noʼ-gä","sa-daʼ-za-yǎʼ-za","sǔn-noʼ-gä-yǎʼ-ze","saʼ-ga","sa-tse-yǎʼ-za","saʼ-ga","sa-tso-yǎʼ-za","saʼ-yǎʼ","sa-ga-yǎʼ-za","saʼ-ga","sa-ga-yǎʼ-za","sa-daʼ-za","sǔn-noʼ-ga","sa-daʼ-za-yǎʼ-za","sǔn-noʼ-gä-yǎ-za","sǔn-noʼ-gä-yǎʼ-za","sa-daʼ-za-yǎʼ-za","sǔn-noʼ-ga","sa-daʼ-za","sa-daʼ-za","sun-noʼ-gä","sa-daʼ-za-yǎʼ-za","sǔn-noʼ-gä-yǎʼ-za","sa-tso-yǎʼ-za","sa-ga-yǎʼ-za","sa-tso-yǎʼ-za","sa-ga-yǎʼ-za","sa-tso-yǎʼ-za","sa-ga-yǎʼ-za","sa-tso-yǎʼ-za","sa-ga-yǎʼ-za","sa-daʼ-za","sǔn-noʼ-ga","sa-daʼ-za-yǎʼ-za","sǔn-noʼ-gä-yǎʼ-za","sǔn-noʼ-gä-yǎʼ-za","sa-daʼ-za-yǎʼ-za"
"p_hawa1245_817","kǔ´-ǔ käǐ´-kǔ-nǎ´-na","kǔ´-ǔ käǐ´-kǔ-ä-ä`-nä","kǔ-ǔ´ käǐ´-kǔ-ä-hee´-na","kǔ-ǔ´ käǐ´-kǔ-ä´-nä","kǔ-ǔ´ käǐ´-kǔ-ä-hee´-na","kǔ-ǔ´ käǐ´-kǔ-nä","kǔ-ǔ´ käǐ´-kǔ´-ä-ä´-na","kǔ-ǔ´ käǐ´-kǔ-ä´-nä´","kǔ-ǔ´ käǐ´-läǐ´-na","kǔ-ǔ´ käǐ´-käǐ´-nä","kǔ-ǔ´ käǐ´-kǔ-ä-ä-nä","kǔ-ǔ´ käǐ´-kǔ-nä´-na","kǔ-ǔ´ käǐ´-läǐ-nä","kǔ-ǔ´ käǐ´-kǔ´-nä´-nä","kǔ-ǔ´ käǐ´-kǔ-ä-ä´-na","kǔ-ǔ´ käǐ´-kǔ-nǎ´-na","kǔ-ǔ´ käǐ´-käǐ-nä","kǔ-ǔ´ käǐ´-kǔ-nä´-nä","kǔ´-ǔ käǐ´-kǔ-nä´-nä","kǔ´-ǔ käǐ´-läǐ-nä","kǔ´-ǔ käǐ´-kǔ-ä-ä´-nä","kǔ´-ǔ käǐ´-kǔ wä-hee´-na","kǔ-ǔ´ käǐ´-kǔ-ä-hee´-na","kǔ-ǔ´ käǐ´-kǔ-ä´-nä","kǔ-ǔ´ käǐ´-kǔ-ä-hee´-na","kǔ-ǔ´ käǐ´-kǔ-nä","kǔ-ǔ´ käǐ´-kǔ´-wa-hee´-na","kǔ-ǔ´ käǐ´-kǔ-ä´-nä´","kǔ-ǔ´ käǐ´-kǔ-wä-hee´-nä","kǔ-ǔ´ käǐ´-käǐ´-nä","kǔ-ǔ´ käǐ´-kǔ-wa-hee´-na","kǔ-ǔ´ käǐ´-kǔ-ä-ä´-nä´","kǔ-ǔ´ käǐ´-kǔ-wa-hee´-nä","kǔ-ǔ´ käǐ´-käǐ-nä´","kǔ-ǔ´ käǐ´-kǔ-wä-hee´-na","kǔ-ǔ´ käǐ´-kǔ-ä-nä´-nä","kǔ-ǔ´ käǐ´-kǔ-wä-hee´-nä","kǔ-ǔ´ käǐ´-käǐ-nä","kǔ´-ǔ käǐ´ käǐ´-nä","kǔ´-ǔ käǐ´-kǔ wä-heé-nä"
"p_hida1246_839","ma-tä-rooʼ","mä-roo","mä-rǔʼ","ma-täʼ-rooʼ","mǎ-tä-kaʼ-zhä","mat-soʼ-gä","ihʼ-kä","tä-taʼ","ihʼ-kä","tä-taʼ","mǎʼ-kä","mǎ-de-shäʼ","mǎʼ-kä","mǎ-de-shäʼ","mä-rooʼ","ma-tä-rooʼ","mǎ-tä-kaʼ-zhä","mat-soʼ-gä","mat-soʼ-gä","mǎ-tä-kaʼ-zhä","mee-ä-käʼ","mat-tä-weʼ-ä","mat-tä-weʼ-ä","ma-täʼ-rooʼ","mǎ-tä-kaʼ-zhä","ma-soʼ-gä","ihʼˑkä","tä-taʼ","ihʼ-kä","tä-taʼ","mǎʼ-kä","mǎ-de-shäʼ","mǎʼ-kä","mǎ-de-shäʼ","mat-tä-weʼ-ä","mee-äʼ-kä","mǎ-tä-kaʼ-zhä","mat-soʼ-gä","mat-soʼ-gä","mǎ-tä-kaʼ-zhä"
"p_hind1269_818","merá bará bhái","merí barí bahin","merï bahin","merá bhai´","merä bahin","merá bhai´","merí bahin","merá bhaí","merí bahin","merá bhaí","meri bahin","merá bhaí","meri bahin","merá bhaí","meri bahin","merá bhai´","meri bahin","merá bhai´","merá chotá bhái","meri chotí bahin","merá bará bhái","merí barí bahin","merï bahin","merá bhai´","merï bahin","merá bhai´","merí bahin","merá bhaí","merí bahin","merá bhaí","merí bahin","merá bhaí","merí bahin","merá bhaí","merï bahin","merá bhai´","meri bahin","merá bhai´","merá chotá bhái","meri chotí bahin"
"p_idii1243_664","mosən","mosən","mosən","mosən","mənʤən","mənʤən","baba","baba","baba","baba","baba","baba","baba","baba","yekeli","yekeli","yekeli","yekeli","mənʤən","mənʤən","mosən","mosən","mosən","mosən","mənʤən","mənʤən","baba","baba","baba","baba","baba","baba","baba","baba","yekeli","yekeli","yekeli","yekeli","mənʤən","mənʤən"
"p_iowa1245_819","he-yenʼ-nä","heen-tan̤ʼ-ga","heen-tan̤ʼ-ga","he-yenʼ-nä","heen-tun̤ʼ-ga","e-chunʼ-cha","heen-yun̤ʼ-ga","hee-yin̤ʼ-ga","heen-yun̤ʼ-ga","hee-yin̤ʼ-ga","heenʼ-nah","heen-jaʼ-kä","heenʼ-nä","heen-jaʼ-kä","heen-tan̤ʼ-ga","he-yenʼ-nä","heen-tun̤ʼ-ya","e-chunʼ-cha","e-chunʼ-cha","heen-tun̤ʼ-ga","he-yenʼ-nä","he-yuʼ-nä","he-yuʼ-nä","he-yenʼ-nä","heen-tanʼ-ya","heen-thun̤ʼ-ga","heen-toasʼ-ka-me","heen-toansʼ-ka","heen-toasʼ-ka-me","heen-toasʼ-ka","heenʼ-nah","heen-jaʼ-kä","heenʼ-nä","heen-jaʼ-kä","hee-uʼ-nä","he-yenʼ-nä","heen-tan̤ʼ-ya","heen-thun̤ʼ-ga","heen-thun̤ʼ-ga","heen-tan̤ʼ-ya"
"p_japa1256_820","a´-nee","a´-nih","a´-nih","a´-nee","e-mo´-to","o-to´-to","a´-nih","a´-nee","e-mo´-to","e-to´-ko","a´-nih","a´-nee","e-mo´-to","o-to´-to","a´-nih","a´-nee","e-mo´-to","o-to´-to","o-to´-to","e-mo´-to","a´-nee","a´-nih","a´-nih","a´-nee","e-mo´-to","o-to´-to","a´-nih","a´-nee","e-mo´-to","o-to´-to","a´-nih","a´-nee","e-mo´-to","o-to´-to","a´-nih","a´-nee","e-mo´-to","o-to´-to","o-to´-to","e-mo´-to"
"p_kans1243_826","be-cheʼ-do","be-shoʼ-wa","be-shoʼ-wa","be-cheʼ-do","ah-seʼ-zhe-gä","be-sun̤ʼ-gä","she-meʼ-she-gä","be-sheʼ-gä","she-meʼ-she-gä","be-sheʼ-gä","eʼ-naw","be-jaʼ-ga","eʼ-naw","be-jaʼ-ga","be-shoʼ-wa","be-cheʼ-do","ah-seʼ-zhe-gä","be-sun̤ʼ-gä","be-sun̤ʼ-gä","ah-seʼ-zhe-gä","be-zheʼ-yeh","be-tun̤ʼ-ga","be-tun̤ʼ-ga","be-cheʼ-do","be-tun̤ʼ-gä-zhinʼ-gä","be-sun̤ʼ-gä","be-cheʼ-zho","be-choseʼ-kä","be-cheʼ-zho","be-shoseʼ-kä","eʼ-naw","be-jaʼ-ga","eʼ-naw","be-jaʼ-ga","be-tun̤ʼ-ga","be-zheʼ-thǎ","be-tun̤ʼ-gä-zhinʼ-gä","be-sun̤ʼ-gä","be-sun̤ʼ-gä","be-tun̤ʼ-gä-zhin̤ʼ-gä"
"p_kare1337_824","yeh wěh-pau-khwa","yeh wěh-pau mü","yeh dan-t'-khwa -mü","yeh t'-khwa","yeh dan-t'-khwa -mü","yeh t'-khwa","yeh dan-t'-khwa-mü","yeh t'-khwa","yeh dan-t'-khwa-mü","yeh t'-khwa","yeh dan-t'-khwa-mu","yeh t'-khwa","yeh dan-t'-khwa-mǔ","yeh t'-khwa","yeh dan-t'-khwa -mü","yeh t'-khwa","yeh dan-t'-khwa -mü","yeh t'-khwa","yeh pü´ pau-khwa","yeh pü´ pau-mü","yeh wěh-pau-khwa","yeh-wěh-pau mü","yeh dan-t'-khwa -mü","yeh t'-khwa","yeh dan-t'-khwa -mü","yeh t'-khwa","yeh dan-t'-khwa-mü","yeh t'-khwa","yeh dan-t'-khwa-mü","yeh t'-khwa","yeh dan-t'-khwa-mü","yeh t'-khwa","yeh dan-t'-khwa-mǔ","yeh t'-khwa","yeh dan-t'-khwa -mü","yeh t'-khwa","yeh dan-t'-khwa -mü","yeh t'-khwa","yeh pü´ pau-khwa","yeh pü´ pau-mü"
"p_kaya1318_690","kularint","jakukaṱu","jakukaṱu","kularint","tu:cint","kularint","ŋajaɳʈaṱu","ŋaṱicu","ŋajaɳʈaṱu","ŋaṱicu","ŋajaɳʈaṱu","ŋaṱicu","ŋajaɳʈaṱu","ŋaṱicu","jakukaṱu","kularint","tu:cint","kularint","kularint","tu:cint","ṱapucu","kularint","kularint","ṱapucu","kularint","tu:cint","ŋajaɳʈaṱu","campaṱu","ŋajaɳʈaṱu","campaṱu","ŋajaɳʈaṱu","campaṱu","ŋajaɳʈaṱu","campaṱu","kularint","ṱapucu","kularint","tu:cint","tu:cint","kularint"
"p_kick1244_827","ni-tha-thäʼ","ni-mi-thäʼ","ni-tǎ-kwǎʼ-mǎ","ni-to-ta-mǎʼ","na-tǎ-tǎʼ-mǎ","ni-to-ta-mǎʼ","ni-ton-na-thǎʼ","niʼ-kwǐ-thǎ","ni-ton-na-thǎʼ","niʼ-kwǐ-thǎ","ni-ke-͡äʼ","na-si-thäʼ","ni-ke-͡äʼ","na-si-thäʼ","ne ta-kwǎʼ-mǐʼ","ni-to-ta-mǎʼ","na-ta-tǎ-mǎ","ni-to-ta-mäʼ","kä-chǎ-mä-thǎʼ-mi","kä-chǎ-nä-thǎʼ-ni","ni-tha-thäʼ","ni-mi-thäʼ","ni-tǎ-kwǎʼ-mǎ","ni-to-ta-mǎʼ","ne-tǎ-kwǎ-mǎ","ni-to-ta-mǎʼ","ni-sem-e-thǎʼ","nen-na-kwǎ-na-thǎ","ni-sem-e-thǎʼ","nen-na-kwǎ-na-thǎ","ni-ke-͡äʼ","na-si-thäʼ","ni-ke-͡äʼ","na-si-thäʼ","ne-tǎ-kwǎʼ-mǐ","ni-to-ta-mǎʼ","ne-ta-kwǎ-mǐ","ni-to-ta-mäʼ","kä-chǎ-nä-thǎʼ-mi","kä-chǎ-mä-thǎʼ-ni"
"p_kira1248_694","-ura","-nana","-nana","-ura","-naga","-ura","-nana","-ura","-naga","-ura","-nana","-ura","-naga","-ura","-nana","-ura","-naga","-ura","-ura","-naga","-nana","-ura","-ura","-nana","-ura","-naga","-ura","-nana","-ura","-naga","-ura","-nana","-ura","-naga","-ura","-nana","-ura","-naga","-naga","-ura"
"p_kiwa1251_695","námu","mábirirárobo","mábirirárobo","námu","nirirárobo","níriradúbu","mábirirárobo","námu","nirirárobo","níriradúbu","mábirirárobo","námu","nirirárobo","níriradúbu","mábirirárobo","námu","nirirárobo","níriradúbu","níriradúbu","nirirárobo","námu","mábirirárobo","mábirirárobo","námu","nirirárobo","níriradúbu","mábirirárobo","námu","nirirárobo","níriradúbu","mábirirárobo","námu","nirirárobo","níriradúbu","mábirirárobo","námu","nirirárobo","níriradúbu","níriradúbu","nirirárobo"
"p_komn1238_701","nane","nane","nane","nane","ngth","ngth","babai","babai","babai","babai","babai","babai","babai","babai","naku","naku","naku","naku","nəŋgeθ","nəŋgeθ","nane","nane","nane","nane","ngth","ngth","babai","babai","babai","babai","babai","babai","babai","babai","naku","naku","naku","naku","nəŋgeθ","nəŋgeθ"
"p_kosr1238_830","lěk-lass","loǔk-lass","mä-läǔk","mä-lěk","mä-läǔk","mä-lěk","mä-loǔk","mä-lěk","mä-loǔk","mä-lěk","mä-loǔk","mä-lěk","mä-loǔk","mä-lěk","mä-loǔk","mä-lěk","mä-loǔk","mä-lěk","lik-srik","loǔk-srik","lěk-lass","loǔk-lass","mä-läǔk","mä-lěk","mä-läǔk","mä-lěk","mä-loǔk","mä-lěk","mä-louk","mä-lěk","mä-loǔk","mä-lěk","mä-loǔk","mä-lěk","mä-loǔk","mä-lěk","mä-loǔk","mä-lěk","lik-srik","loǔk-srik"
"p_kwai1243_712","o'a","o'ana geni","o'ana geni","o'a","asi","asi","o'ana geni","o'a","asi","asi","o'ana geni","o'a","asi","asi","o'ana geni","o'a","asi","asi","asi","asi","o'a","o'ana geni","o'ana geni","o'a","asi","asi","o'ana geni","o'a","asi","asi","o'ana geni","o'a","asi","asi","o'ana geni","o'a","asi","asi","asi","asi"
"p_lako1247_804","tibʼ-a-lo","chu-wa'","chu-wa'","tibʼ-a-lo","me-tonʼ-kä","me-sonʼ-kä-lä","cha-päʼ-she","she-shaʼ-she","cha-päʼ-she","she-shaʼ-she","cha-päʼ-she","she-chaʼ-she","cha-päʼ-she","she-chaʼ-she","chu-wa'","tibʼ-a-lo","me-tonʼ-kä","me-sonʼ-kä-lä","me-sonʼ-kä-lä","me-tonʼ-kä","che-aʼ","ton-ka'","ton-ka'","tibʼ-a-lo","me-tonkʼ-she","me-sonʼ-kä-lä","ha-käʼ-she","tä-häʼ-she","ha-käʼ-she","tä-häʼ-she","hä-käʼ-she","tä-häʼ-she","hä-käʼ-she","tä-häʼ-she","ton-ka'","cheʼ-a","me-tonkʼ-she","me-sonʼ-kä-lä","me-sonʼ-kä-lä","me-tänkʼ-she"
"p_lako1247_807","tibʼ-a-lo","chu-waʼ","chu-waʼ","tib-a-loʼ","me-tunkʼ-hä-lä","me-sohʼ-kä-lä","s'cha-pä-she","s'cha-paʼ-she","s'cha-päʼ-she","s'cha-paʼ-she","s'cha-päʼ-she","s'cha-paʼ-she","s'cha-päʼ-she","s'cha-paʼ-she","chu-waʼ","tibʼ-a-lo","me-tunkʼ-hä-lä","me-sohʼ-kä-lä","me-sohʼ-kä-lä","me-tunkʼ-hä-lä","cheʼ-a","tä-kaʼ","tä-kaʼ","tib-a-loʼ","me-tunkʼ-she","me-sohʼ","hun-käʼ-she","täʼ-she","hun-käʼ-she","täʼ-she","hun-käʼ-she","täʼ-she","hun-käʼ-she","täʼ-she","tä-kaʼ","cheʼ-a","me-tunkʼ-she","me-sohʼ","me-sohʼ","me-tänkʼ-she"
"p_lako1247_809","tib-a-lo","chuʼ-ih","chu-ihʼ","tibʼ-a-lo","tonʼ-kä","me-sohˑʼ-kä-lä","cha-päʼ-she","she-chaʼ-she","cha-päʼ-she","she-chaʼ-she","cha-päʼ-she","she-chaʼ-she","cha-päʼ-she","she-chaʼ-she","chu-ihʼ","tibʼ-a-lo","tonʼ-kä","me-sohˑʼ-kä-lä","me-sohʼ-kä-lä","tonʼ-kä","cheʼ-a","tonʼ-ka","tonʼ-ka","tibʼ-a-lo","me-tankʼ-she","me-sohˑʼ-kä-lä","ha-käʼ-she","täʼ-she","ha-käʼ-zhe","täʼ-she","hä-käʼ-zhe","täʼ-she","hä-käʼ-zhe","täʼ-she","tonʼ-ka","cheʼ-a","me-tankʼ-she","me-sohˑʼ-kä-lä","me-sohʼ-kä-lä","me-tänkʼ-she"
"p_laur1250_875","lok-jeʼ-hä","ak-jeʼ-yä","ak-jeʼ-yä","lok-jeʼ-hä","ka-gäʼ-ah","le-gäʼ-ah","ak-je-yä","lok-jeʼ-hä","ka-gäʼ-ah","le-gäʼ-ah","ak-jeʼ-yä","lok-jeʼ-ah","kä-gäʼ-ah","le-gäʼ-ah","ak-jeʼ-yä","lok-jeʼ-hä","ka-gäʼ-ah","lok-jeʼ-hä","le-gäʼ-ah","ka-gäʼ-ahʼ","lok-jeʼ-hä","ak-jeʼ-yä","ak-jeʼ-yä","lok-jeʼ-hä","ka-gäʼ-ah","le-gäʼ-ah","ak-je-yä","lak-jeʼ-hä","ka-je-yä","le-gäʼ-ah","ak-jeʼ-yä","lok-jeʼ-hä","kä-gäʼ-ah","le-gäʼ-ah","ak-jeʼ-yä","lok-jeʼ-hä","ka-gäʼ-ah","lok-jeʼ-hä","le-gäʼ-ah","ka-gäʼ-ahʼ"
"p_lena1238_729","nɨmwan-","pwia-","pwia-","nɨmwan-","norh-","nɨmwan-","mɨra-","mɨra-","mɨra-","mɨra-","mɨra-","mɨra-","mɨra-","mɨra-","mɨra-","mɨra-","mɨra-","mɨra-","nɨmwan-","norh-","pwia-","nouin-","nouin-","pwia-","nouin-","norh-","mɨra-","mɨra-","mɨra-","mɨra-","mɨra-","mɨra-","mɨra-","mɨra-","mɨra-","mɨra-","mɨra-","mɨra-","norh-","nouin-"
"p_lete1241_730","kuna'anungk","getawangk","getawangk","kuna'anungk","geta'asungk","kuna'anungk","gusunangk","gutamangk","gusunangk","gutamangk","guna'atungk","guna'atungk","guna'atungk","guna'atungk","getawangk","kuna'anungk","geta'asungk","kuna'anungk","kuna'anungk","geta'asungk","getawangk","kubabunungk","kubabunungk","getawangk","kubabunungk","geta'asungk","gusunangk","gutamangk","gusunangk","gutamangk","guna'atungk","guna'atungk","guna'atungk","guna'atungk","kubabunungk","getawangk","kubabunungk","geta'asungk","geta'asungk","kubabunungk"
"p_lisu1250_733","aji̠","atst","atst","aji̠","ni̠ma","niza̠","atst","aji̠","ni̠ma","niza̠","atst","aji̠","ni̠ma","niza̠","atst","aji̠","ni̠ma","niza̠","niza̠","ni̠ma","aji̠","atst","atst","aji̠","ni̠ma","niza̠","atst","aji̠","ni̠ma","niza̠","atst","aji̠","ni̠ma","niza̠","atst","aji̠","ni̠ma","niza̠","niza̠","ni̠ma"
"p_lisu1250_734","aji̠","atsi","atsi","aji̠","ni̠ma","niza̠","atsi","aji̠","ni̠ma","niza̠","atsi","aji̠","ni̠ma","niza̠","atsi","aji̠","ni̠ma","niza̠","niza̠","ni̠ma","aji̠","atsi","atsi","aji̠","ni̠ma","niza̠","atsi","aji̠","ni̠ma","niza̠","atsi","aji̠","ni̠ma","niza̠","atsi","aji̠","ni̠ma","niza̠","niza̠","ni̠ma"
"p_lisu1250_735","aji̠","tatɕi","tatɕi","aji̠","ni̠ma","niza̠","tatɕi","aji̠","ni̠ma","niza̠","tatɕi","aji̠","ni̠ma","niza̠","tatɕi","aji̠","ni̠ma","niza̠","niza̠","ni̠ma","aji̠","tatɕi","tatɕi","aji̠","ni̠ma","niza̠","tatɕi","aji̠","ni̠ma","niza̠","tatɕi","aji̠","ni̠ma","niza̠","tatɕi","aji̠","ni̠ma","niza̠","niza̠","ni̠ma"
"p_lisu1250_736","avi","adzj","adzj","avi","nənə","nɛɹmɒ","adzj","avi","nənə","nɛɹmɒ","adzj","avi","nənə","nɛɹmɒ","adzj","avi","nənə","nɛɹmɒ","nɛɹmɒ","nənə","avi","adzj","adzj","avi","nənə","nɛɹmɒ","adzj","avi","nənə","nɛɹmɒ","adzj","avi","nənə","nɛɹmɒ","adzj","avi","nənə","nɛɹmɒ","nɛɹmɒ","nənə"
"p_male1293_813","n'-hayʼ-sees","nu-muʼ-sees","n'-pee-hen-mǔm","neet-see-kesʼ or n'-tul-nǔmʼ","n'-peeʼ-hen-mum","n'-seeʼ-mees or n'-tul-numʼ","nu-tul-nǔʼ","n'-tul-nǔmʼ","n'-tul-nǔʼ","n'-tul-nǔmʼ","ne-tse-kes'","neet-seeʼ-kes","ne-tse-kes'","neet-see-kesʼ","nee-tse-kesʼ","n'-tul-mǔmʼ","nee-tse-kesʼ","neet-see-kesʼ","noo-seeʼ-mees","noo-seeʼ-mees","n'-hayʼ-sees","nu-muʼ-sees","n'-pee-hen-mǔm","neet-see-kesʼ or n'-tul-nǔmʼ","n'-pee-hen-mum","n'-see-wes or n'-tul-nǔmʼ","nu-tä-kw-susʼ-kw","n'-tä-gusʼ","nu-tä-kw-susʼ-kw","n'-tä-gus","nu-tä-kw'-susʼ-ku","n'-täʼ-gus","nu-tä-kw'-susʼ-kw","nu'-täʼ-gus","nu-tä-kw-sǔsʼ-kw","n'-seeʼ-wes","nu-tä-kw-sǔsʼ-kw","n'-seeʼ-wes","noo-seeʼ-mees","noo-seeʼ-mees"
